date,gold_close,mm_long,mm_short,mm_net,mm_long_percentile_156w,mm_short_percentile_156w,mm_net_percentile_156w,gold_return_1w,gold_return_2w,gold_return_4w,gold_return_8w,mm_long_velocity_2w,mm_long_velocity_4w,mm_long_velocity_8w,mm_long_velocity_12w,mm_long_velocity_26w,mm_short_velocity_2w,mm_short_velocity_4w,mm_short_velocity_8w,mm_short_velocity_12w,mm_short_velocity_26w,mm_net_velocity_2w,mm_net_velocity_4w,mm_net_velocity_8w,mm_net_velocity_12w,mm_net_velocity_26w
2014-11-11,1162.800048828125,110478,79863,30615,0.2948717948717949,0.9487179487179488,0.0961538461538461,-0.0039403593367631,-0.0540187967632497,-0.0573929378720876,-0.0586139128932622,-0.44230769230769235,-0.3461538461538462,-0.1282051282051282,-0.37820512820512825,-0.10897435897435892,0.10897435897435903,-0.02564102564102566,0.03846153846153855,0.5256410256410258,0.34615384615384626,-0.23717948717948723,-0.07692307692307689,-0.038461538461538505,-0.5064102564102564,-0.3525641025641026
2014-11-18,1196.699951171875,119566,71166,48400,0.5769230769230769,0.8525641025641025,0.2371794871794871,0.0291536815619455,0.0250984462438388,-0.0434053148106514,-0.0199017598919942,0.1602564102564102,-0.17948717948717952,0.2948717948717949,0.07692307692307687,0.24999999999999994,-0.05128205128205143,0.0,-0.12179487179487192,0.1858974358974359,0.2564102564102564,0.09615384615384609,-0.108974358974359,0.16666666666666657,-0.2307692307692308,-0.19871794871794882
2014-11-25,1197.0999755859375,113999,59549,54450,0.4679487179487179,0.7051282051282052,0.3141025641025641,0.000334272942579,0.0294976997914475,-0.0261145272218198,-0.0110698260339219,0.17307692307692302,-0.26923076923076933,0.13461538461538458,0.0064102564102563875,0.1538461538461538,-0.2435897435897436,-0.13461538461538458,-0.2692307692307693,0.0,-0.02564102564102555,0.217948717948718,-0.019230769230769218,0.2243589743589744,0.0064102564102563875,0.04487179487179488
2014-12-02,1199.199951171875,117804,49170,68634,0.5448717948717948,0.6217948717948718,0.4294871794871794,0.0017542190533499,0.0020890783838938,0.0272399572492501,-0.0103160852551911,-0.03205128205128205,0.12820512820512814,0.2692307692307692,0.02564102564102555,0.22435897435897434,-0.23076923076923073,-0.28205128205128216,-0.33974358974358976,-0.14102564102564097,-0.28846153846153844,0.19230769230769232,0.28846153846153844,0.3589743589743589,0.1282051282051282,0.3205128205128205
2014-12-09,1231.5,130648,39985,90663,0.7884615384615384,0.5897435897435898,0.6217948717948718,0.0269346648960091,0.028736133251715,0.0590814828749888,-0.0017023148731338,0.32051282051282054,0.49358974358974356,0.14743589743589736,0.36538461538461536,0.4615384615384615,-0.11538461538461542,-0.35897435897435903,-0.3846153846153847,-0.3205128205128205,-0.32692307692307687,0.3076923076923077,0.5256410256410257,0.4487179487179488,0.4871794871794872,0.5128205128205129
2014-12-16,1193.9000244140625,127571,35746,91825,0.7371794871794872,0.5576923076923077,0.6538461538461539,-0.0305318518765225,-0.0044195521794621,-0.0023397065864928,-0.045643465696193,0.1923076923076924,0.16025641025641035,-0.019230769230769162,0.45512820512820523,0.32051282051282054,-0.0641025641025641,-0.2948717948717948,-0.2948717948717948,-0.41666666666666674,-0.21794871794871795,0.22435897435897445,0.41666666666666674,0.30769230769230776,0.5833333333333334,0.40384615384615385
2014-12-23,1177.9000244140625,123087,40890,82197,0.6666666666666666,0.5961538461538461,0.5769230769230769,-0.0134014571344467,-0.0435241377068108,-0.0160387198759045,-0.0417344035109218,-0.1217948717948718,0.19871794871794873,-0.0705128205128206,0.3333333333333333,-0.05769230769230771,0.0064102564102563875,-0.10897435897435903,-0.2435897435897436,-0.3782051282051283,-0.03205128205128205,-0.044871794871794934,0.2628205128205128,0.24358974358974356,0.48717948717948717,-0.0064102564102564985
2014-12-30,1200.199951171875,124928,37878,87050,0.6923076923076923,0.5641025641025641,0.5897435897435898,0.0189319350501799,0.0052767623996861,0.00083388929346,0.0280965616514146,-0.044871794871794934,0.14743589743589747,0.2756410256410256,0.4166666666666667,-0.1282051282051282,0.0064102564102563875,-0.05769230769230771,-0.33974358974358987,-0.39743589743589747,0.1346153846153847,-0.0641025641025641,0.16025641025641035,0.4487179487179488,0.5192307692307693,-0.17948717948717952
2015-01-06,1219.300048828125,128325,34129,94196,0.75,0.4871794871794871,0.6794871794871795,0.0159140963450303,0.0351473160335968,-0.009906578296285,0.048589609242742,0.08333333333333337,-0.038461538461538436,0.4551282051282051,0.10897435897435892,-0.09615384615384615,-0.10897435897435903,-0.10256410256410264,-0.4615384615384617,-0.48717948717948734,0.0897435897435897,0.10256410256410264,0.05769230769230771,0.5833333333333334,0.5064102564102565,-0.1217948717948718
2015-01-13,1234.300048828125,132173,30232,101941,0.8012820512820513,0.4102564102564102,0.7307692307692307,0.0123021400798077,0.0284120138673182,0.0338386997134787,0.0314198204983879,0.10897435897435903,0.0641025641025641,0.22435897435897445,0.044871794871794934,-0.02564102564102555,-0.1538461538461539,-0.14743589743589752,-0.44230769230769235,-0.44230769230769235,-0.05128205128205132,0.14102564102564097,0.07692307692307687,0.4935897435897436,0.38461538461538464,-0.012820512820512886
2015-01-20,1294.199951171875,155602,26261,129341,0.9294871794871796,0.2884615384615384,0.8846153846153846,0.0485294498696815,0.0614286060397821,0.0987349727033626,0.0811126702583135,0.17948717948717963,0.262820512820513,0.46153846153846173,0.1923076923076924,0.10897435897435914,-0.19871794871794873,-0.30769230769230776,-0.4166666666666668,-0.5512820512820513,-0.11538461538461542,0.20512820512820507,0.3076923076923077,0.5705128205128205,0.5512820512820513,0.10897435897435892
2015-01-27,1291.699951171875,173110,19873,153237,0.9871794871794872,0.2115384615384615,0.9551282051282052,-0.0019316953286362,0.0465040104294307,0.0762372968859559,0.0771347596450513,0.1858974358974359,0.29487179487179493,0.4423076923076924,0.5705128205128205,0.2564102564102565,-0.19871794871794868,-0.3525641025641026,-0.4102564102564103,-0.6923076923076925,-0.2435897435897436,0.22435897435897445,0.3653846153846154,0.5256410256410258,0.8141025641025642,0.3012820512820513
2015-02-03,1259.699951171875,167310,18984,148326,0.9551282051282052,0.1987179487179487,0.9423076923076924,-0.0247735551673347,-0.0266573955351805,0.0331336838562243,0.0228988641265732,0.02564102564102555,0.20512820512820518,0.16666666666666674,0.6602564102564104,0.35897435897435903,-0.08974358974358967,-0.28846153846153844,-0.3910256410256411,-0.7500000000000001,-0.39743589743589747,0.05769230769230782,0.2628205128205129,0.3205128205128206,0.8461538461538463,0.41666666666666674
2015-02-10,1231.5999755859375,140835,21298,119537,0.8589743589743589,0.2243589743589743,0.8333333333333334,-0.0223068799516874,-0.0465278143979278,-0.0021875339345169,0.0315771424750386,-0.1282051282051283,0.0576923076923076,0.1217948717948717,0.28205128205128205,0.07692307692307687,0.012820512820512803,-0.18589743589743588,-0.33333333333333337,-0.6282051282051282,-0.16025641025641027,-0.1217948717948718,0.10256410256410264,0.17948717948717952,0.5961538461538463,0.1217948717948718
2015-02-17,1208.0999755859375,128595,32903,95692,0.7628205128205128,0.4615384615384615,0.6858974358974359,-0.0190808707907125,-0.0409621160482979,-0.0665275682540209,0.0256388068137596,-0.1923076923076924,-0.16666666666666685,0.09615384615384615,0.2948717948717949,0.08974358974358965,0.2628205128205128,0.17307692307692313,-0.13461538461538464,-0.24358974358974367,0.038461538461538436,-0.2564102564102565,-0.19871794871794868,0.10897435897435903,0.3717948717948718,0.08333333333333337
2015-02-24,1196.9000244140625,124595,35108,89487,0.6730769230769231,0.5192307692307693,0.6217948717948718,-0.0092707155022024,-0.02817469296828,-0.0733916004810611,-0.0027494808299154,-0.1858974358974358,-0.3141025641025641,-0.019230769230769162,0.1282051282051283,0.17307692307692313,0.29487179487179493,0.30769230769230776,-0.04487179487179482,-0.10256410256410253,-0.14743589743589736,-0.21153846153846156,-0.33333333333333337,0.03205128205128205,0.1923076923076924,0.1538461538461539
2015-03-03,1204.0,115279,42320,72959,0.4935897435897436,0.6025641025641025,0.4743589743589743,0.0059319704579448,-0.0033937386547409,-0.0442168399864256,-0.0125482229274327,-0.26923076923076916,-0.46153846153846156,-0.2564102564102564,-0.2948717948717948,0.032051282051282104,0.14102564102564102,0.40384615384615385,0.11538461538461542,0.012820512820512775,-0.10256410256410264,-0.21153846153846162,-0.4679487179487181,-0.20512820512820523,-0.14743589743589752,0.16666666666666657
2015-03-10,1160.0999755859375,107032,58359,48673,0.2115384615384615,0.6858974358974359,0.2564102564102564,-0.0364618142973941,-0.0307461342447046,-0.0580545643206785,-0.0601151019256904,-0.4615384615384616,-0.6474358974358974,-0.5897435897435899,-0.5256410256410258,-0.30769230769230776,0.16666666666666663,0.46153846153846156,0.2756410256410257,0.1282051282051282,-0.07692307692307687,-0.3653846153846154,-0.576923076923077,-0.47435897435897434,-0.39743589743589747,-0.04487179487179482
2015-03-17,1148.300048828125,97847,78623,19224,0.0833333333333333,0.935897435897436,0.0448717948717948,-0.0101714740161533,-0.0462624179168397,-0.0494991540156344,-0.1127336639223639,-0.4102564102564103,-0.6794871794871795,-0.8461538461538464,-0.5833333333333334,-0.33974358974358976,0.3333333333333335,0.4743589743589745,0.6474358974358976,0.33974358974358987,0.025641025641025772,-0.42948717948717946,-0.6410256410256411,-0.8397435897435898,-0.532051282051282,-0.08974358974358981
2015-03-24,1191.699951171875,98784,87349,11435,0.1025641025641025,1.0,0.0192307692307692,0.037794914654964,0.027239010646455,-0.0043446178762784,-0.0774173598979209,-0.108974358974359,-0.5705128205128206,-0.8846153846153847,-0.5897435897435898,-0.1794871794871795,0.3141025641025641,0.4807692307692307,0.7884615384615385,0.4358974358974359,0.02564102564102555,-0.2371794871794872,-0.6025641025641026,-0.935897435897436,-0.5705128205128206,-0.051282051282051294
2015-03-31,1183.0999755859375,103808,67752,36056,0.141025641025641,0.8012820512820513,0.1346153846153846,-0.0072165611633033,0.0303056041783913,-0.0173588242641714,-0.0608081118957558,0.057692307692307696,-0.35256410256410264,-0.8141025641025642,-0.608974358974359,-0.19230769230769232,-0.1346153846153847,0.1987179487179488,0.6025641025641026,0.3141025641025642,-0.17307692307692313,0.08974358974358981,-0.33974358974358965,-0.8076923076923078,-0.5448717948717949,0.04487179487179491
2015-04-07,1210.5999755859375,112747,57072,55675,0.4102564102564102,0.6602564102564102,0.3653846153846153,0.0232440204272512,0.0158597173688535,0.0435307310255683,-0.0170509909193601,0.3076923076923077,0.19871794871794868,-0.44871794871794873,-0.39102564102564114,0.13461538461538458,-0.33974358974358976,-0.02564102564102566,0.4358974358974359,0.25000000000000006,-0.3012820512820513,0.3461538461538461,0.10897435897435892,-0.46794871794871806,-0.3653846153846154,0.2948717948717948
2015-04-14,1192.800048828125,110439,62390,48049,0.3205128205128205,0.7051282051282052,0.2564102564102564,-0.0147033926290947,0.0081988618395358,0.0387529374795494,-0.0126644541569433,0.1794871794871795,0.23717948717948717,-0.4423076923076923,-0.6089743589743591,-0.3205128205128206,-0.09615384615384615,-0.23076923076923084,0.24358974358974367,0.4166666666666668,-0.2692307692307693,0.12179487179487178,0.2115384615384616,-0.4294871794871795,-0.6282051282051282,0.0833333333333334
2015-04-21,1202.9000244140625,108259,60134,48125,0.2564102564102564,0.6858974358974359,0.2628205128205128,0.0084674506811601,-0.0063604421998672,0.0093984003533555,0.0050129500188933,-0.1538461538461538,0.15384615384615388,-0.41666666666666674,-0.7307692307692308,-0.5,0.02564102564102566,-0.3141025641025641,0.16666666666666663,0.4743589743589744,-0.16666666666666663,-0.10256410256410253,0.24358974358974358,-0.35897435897435903,-0.6923076923076924,-0.08333333333333331
2015-04-28,1214.0,114952,64369,50583,0.532051282051282,0.7371794871794872,0.3012820512820512,0.0092276792423746,0.0177732648424209,0.0261178472248375,0.0083056478405316,0.21153846153846156,0.3910256410256411,0.038461538461538436,-0.42307692307692313,-0.20512820512820518,0.03205128205128205,-0.0641025641025641,0.1346153846153847,0.5384615384615385,-0.10256410256410253,0.04487179487179482,0.1666666666666666,-0.17307692307692307,-0.6410256410256412,-0.032051282051282104
2015-05-05,1193.199951171875,98957,76100,22857,0.1089743589743589,0.8910256410256411,0.0641025641025641,-0.017133483383958,-0.0080639064305551,-0.0143730586196656,0.0285320026571154,-0.14743589743589747,-0.30128205128205127,-0.1025641025641026,-0.75,-0.30769230769230776,0.20512820512820518,0.23076923076923084,0.20512820512820518,0.6666666666666667,-0.012820512820512886,-0.19871794871794868,-0.3012820512820512,-0.1923076923076923,-0.7692307692307693,-0.0769230769230769
2015-05-12,1192.5999755859375,104207,76488,27719,0.1538461538461538,0.8910256410256411,0.0833333333333333,-0.0005028290399679,-0.0176276972109246,-0.0001677340995953,0.0385787031908793,-0.37820512820512825,-0.16666666666666669,0.0705128205128205,-0.608974358974359,-0.14102564102564108,0.15384615384615385,0.1858974358974359,-0.044871794871794934,0.42948717948717957,-0.05769230769230771,-0.2179487179487179,-0.17307692307692307,0.0384615384615385,-0.6025641025641026,-0.012820512820512803
2015-05-19,1206.9000244140625,132306,53689,78617,0.8269230769230769,0.5705128205128205,0.5961538461538461,0.0119906499420303,0.0114817916550635,0.0033252971309467,0.0127549499580328,0.717948717948718,0.5705128205128205,0.7243589743589743,0.15384615384615374,0.25,-0.3205128205128206,-0.11538461538461542,-0.4294871794871795,0.05128205128205121,-0.28205128205128205,0.532051282051282,0.33333333333333337,0.576923076923077,-0.02564102564102566,0.35897435897435903
2015-05-26,1187.199951171875,125069,58825,66244,0.717948717948718,0.6474358974358975,0.4743589743589743,-0.0163228708622751,-0.0045279427508032,-0.0220758227579283,0.003465451500755,0.5641025641025641,0.1858974358974359,0.576923076923077,0.22435897435897434,0.25000000000000006,-0.2435897435897436,-0.08974358974358976,-0.15384615384615385,0.044871794871794934,-0.05769230769230771,0.39102564102564097,0.17307692307692307,0.33974358974358965,0.0,0.1602564102564102
2015-06-02,1194.0999755859375,125229,63482,61747,0.717948717948718,0.7115384615384616,0.4423076923076923,0.0058120154126115,-0.0106057242266933,0.0007542947124483,-0.0136296054293358,-0.10897435897435892,0.608974358974359,0.30769230769230776,0.5064102564102564,0.17307692307692313,0.14102564102564108,-0.17948717948717952,0.05128205128205132,0.02564102564102566,0.08974358974358976,-0.15384615384615385,0.3782051282051282,0.07692307692307698,0.1858974358974359,0.012820512820512886
2015-06-09,1177.300048828125,121125,83486,37639,0.6346153846153846,0.9871794871794872,0.1602564102564102,-0.0140691123869832,-0.0083388668724067,-0.0128290517114051,-0.012994633941563,-0.08333333333333337,0.4807692307692308,0.3141025641025641,0.5512820512820513,-0.15384615384615385,0.33974358974358976,0.09615384615384615,0.28205128205128205,0.05128205128205121,0.39743589743589747,-0.3141025641025641,0.07692307692307689,-0.0961538461538462,0.11538461538461539,-0.4615384615384616
2015-06-16,1180.5,124527,89529,34998,0.6858974358974359,1.0,0.1474358974358974,0.002718042163559,-0.0113893106640958,-0.0218742430027536,-0.0186216842293054,-0.03205128205128205,-0.14102564102564097,0.4294871794871795,0.5833333333333334,-0.05128205128205132,0.28846153846153844,0.4294871794871795,0.3141025641025641,0.0,0.4423076923076923,-0.2948717948717949,-0.44871794871794873,-0.11538461538461536,0.12820512820512822,-0.5064102564102564
2015-06-23,1176.199951171875,124843,84927,39916,0.6923076923076923,0.9871794871794872,0.2115384615384615,-0.0036425657163278,-0.0009344241999692,-0.00926549903337,-0.031136778276874,0.05769230769230771,-0.02564102564102566,0.16025641025641024,0.5512820512820513,0.02564102564102566,0.0,0.33974358974358976,0.25,0.1858974358974359,0.3910256410256411,0.05128205128205132,-0.2628205128205128,-0.0897435897435897,0.0769230769230769,-0.36538461538461536
2015-06-30,1171.5,115188,99565,15623,0.5256410256410257,1.0,0.032051282051282,-0.0039958777138124,-0.0076238881829733,-0.0189263680160849,-0.018186349362957,-0.16025641025641024,-0.1923076923076923,0.41666666666666674,0.11538461538461547,-0.16666666666666663,0.0,0.28846153846153844,0.10897435897435892,0.33974358974358976,0.4358974358974359,-0.11538461538461542,-0.4102564102564103,-0.0320512820512821,-0.3333333333333333,-0.5576923076923077
2015-07-07,1152.4000244140625,111482,109383,2099,0.3974358974358974,1.0,0.0064102564102564,-0.0163038630695155,-0.0202345925402395,-0.0211501090472626,-0.0337078249159986,-0.2948717948717949,-0.23717948717948717,0.2435897435897436,0.07692307692307693,-0.3525641025641026,0.012820512820512775,0.012820512820512775,0.10897435897435892,0.2948717948717948,0.5128205128205129,-0.20512820512820512,-0.1538461538461538,-0.0769230769230769,-0.25,-0.6730769230769231
2015-07-14,1153.300048828125,108413,109536,-1123,0.282051282051282,1.0,0.0064102564102564,0.0007809999956569,-0.0155355963908451,-0.0230410429240788,-0.0444112805548742,-0.24358974358974367,-0.4038461538461539,-0.5448717948717949,0.025641025641025605,-0.5192307692307694,0.0,0.0,0.4294871794871795,0.3141025641025641,0.5897435897435899,-0.0256410256410256,-0.14102564102564102,-0.5897435897435898,-0.2564102564102564,-0.7243589743589743
2015-07-21,1103.4000244140625,106297,119853,-13556,0.2307692307692307,1.0,0.0064102564102564,-0.043267165786359,-0.0425199574469933,-0.0618941759734645,-0.0705861945791812,-0.1666666666666667,-0.46153846153846156,-0.4871794871794872,-0.3012820512820513,-0.6987179487179489,0.0,0.012820512820512775,0.35256410256410253,0.2628205128205128,0.7115384615384617,0.0,-0.20512820512820512,-0.4679487179487179,-0.2948717948717948,-0.8782051282051282
2015-07-28,1096.300048828125,106284,120917,-14633,0.2243589743589743,1.0,0.0064102564102564,-0.0064346342476363,-0.0494233916472283,-0.0641911661731754,-0.0819026285548851,-0.05769230769230768,-0.3012820512820513,-0.4935897435897436,0.1153846153846154,-0.7628205128205129,0.0,0.0,0.28846153846153844,0.10897435897435892,0.7884615384615385,0.0,-0.0256410256410256,-0.4358974358974359,-0.057692307692307696,-0.9487179487179488
2015-08-04,1090.699951171875,103573,114860,-11287,0.141025641025641,0.9871794871794872,0.0192307692307692,-0.0051081797015662,-0.0115099446811518,-0.0535404997700853,-0.0735582214087657,-0.0897435897435897,-0.2564102564102564,-0.4935897435897436,-0.012820512820512803,-0.8141025641025642,-0.012820512820512775,-0.012820512820512775,0.0,0.09615384615384615,0.7884615384615385,0.012820512820512801,0.012820512820512801,-0.141025641025641,-0.0641025641025641,-0.9230769230769232
2015-08-11,1107.5999755859375,108507,113937,-5430,0.2884615384615384,0.9807692307692308,0.0256410256410256,0.0154946595494982,0.0103073303425385,-0.0396254845290465,-0.0617535149632041,0.06410256410256407,0.0064102564102563875,-0.3974358974358975,-0.5384615384615385,-0.5705128205128205,-0.019230769230769162,-0.019230769230769162,-0.019230769230769162,0.41025641025641035,0.7564102564102565,0.019230769230769197,0.019230769230769197,-0.1217948717948718,-0.5705128205128206,-0.8076923076923078
2015-08-18,1117.0999755859375,112075,104158,7917,0.4166666666666667,0.9615384615384616,0.0448717948717948,0.0085771038365853,0.0242046626899521,0.0124161236802129,-0.050246538037223,0.27564102564102566,0.185897435897436,-0.2756410256410256,-0.30128205128205127,-0.3461538461538461,-0.02564102564102566,-0.038461538461538436,-0.02564102564102566,0.3141025641025641,0.5,0.025641025641025602,0.0384615384615384,-0.1666666666666667,-0.42948717948717946,-0.6410256410256411
2015-08-25,1138.199951171875,119456,78842,40614,0.6153846153846154,0.8589743589743589,0.2756410256410256,0.0188881711996011,0.0276272808418487,0.0382193746944901,-0.028425137710734,0.32692307692307704,0.3910256410256411,0.08974358974358976,-0.10256410256410253,-0.05769230769230771,-0.12179487179487192,-0.14102564102564108,-0.14102564102564108,0.14743589743589736,0.33974358974358965,0.25,0.2692307692307692,0.2435897435897436,-0.16666666666666669,-0.3461538461538462
2015-09-01,1138.699951171875,112641,72044,40597,0.4358974358974359,0.75,0.2756410256410256,0.0004392901260321,0.01933575871274,0.0440084369201883,-0.0118882965567042,0.019230769230769218,0.29487179487179493,0.03846153846153849,-0.19871794871794868,-0.05769230769230771,-0.21153846153846156,-0.23717948717948723,-0.25,-0.23717948717948723,0.14743589743589747,0.2307692307692308,0.2564102564102564,0.2692307692307692,0.11538461538461542,-0.19871794871794868
2015-09-08,1120.4000244140625,112684,85859,26825,0.4423076923076923,0.935897435897436,0.1346153846153846,-0.0160708944783737,-0.0156386641376025,0.0115565629381253,-0.0285268559968348,-0.17307692307692313,0.1538461538461539,0.1602564102564103,-0.2435897435897436,0.23076923076923078,0.0769230769230771,-0.04487179487179482,-0.06410256410256399,-0.06410256410256399,0.2500000000000001,-0.141025641025641,0.108974358974359,0.12820512820512822,-0.012820512820512803,-0.12179487179487178
2015-09-15,1102.800048828125,104300,95493,8807,0.1474358974358974,0.9487179487179488,0.0512820512820512,-0.0157086533402583,-0.0315270957084033,-0.0128009373111944,-0.0005437516518599,-0.2884615384615385,-0.2692307692307693,-0.08333333333333329,-0.5448717948717949,0.06410256410256411,0.1987179487179488,-0.012820512820512775,-0.05128205128205121,-0.038461538461538436,0.012820512820512775,-0.2243589743589744,0.006410256410256394,0.044871794871794796,-0.1602564102564103,0.006410256410256394
2015-09-22,1125.0,107531,86702,20829,0.2628205128205128,0.9294871794871796,0.1153846153846153,0.0201305315460091,0.0041056546641393,-0.0115972164278205,0.0261789199066015,-0.17948717948717952,-0.35256410256410264,0.038461538461538464,-0.2628205128205129,0.16025641025641027,-0.0064102564102563875,0.0705128205128207,-0.07051282051282037,-0.07051282051282037,-0.07051282051282037,-0.019230769230769315,-0.1602564102564103,0.10897435897435889,0.08333333333333329,0.09615384615384609
2015-09-29,1127.0999755859375,112633,72069,40564,0.4487179487179487,0.7307692307692307,0.2948717948717949,0.0018666449652777,0.0220347530666455,-0.0101870344106009,0.0333730870483246,0.30128205128205127,0.012820512820512775,0.3076923076923077,0.051282051282051266,0.3076923076923077,-0.21794871794871806,-0.019230769230769273,-0.2564102564102565,-0.2692307692307693,-0.0705128205128206,0.24358974358974367,0.019230769230769273,0.27564102564102566,0.2884615384615385,0.16025641025641027
2015-10-06,1146.800048828125,115414,69576,45838,0.5705128205128205,0.6923076923076923,0.358974358974359,0.0174785499679797,0.0193778211805555,0.0235630344866057,0.0353919051157887,0.3076923076923077,0.1282051282051282,0.2820512820512821,0.2884615384615385,0.1602564102564103,-0.23717948717948734,-0.24358974358974372,-0.28846153846153855,-0.3076923076923077,0.03205128205128205,0.24358974358974367,0.22435897435897437,0.33333333333333337,0.3525641025641026,-0.006410256410256332
2015-10-13,1165.800048828125,128350,51137,77213,0.8012820512820513,0.4230769230769231,0.6730769230769231,0.016567840243306,0.0343359720348399,0.0571273097665765,0.0435950893443028,0.35256410256410264,0.653846153846154,0.38461538461538464,0.5705128205128206,0.48076923076923084,-0.30769230769230765,-0.5256410256410258,-0.5384615384615385,-0.5769230769230769,-0.2820512820512821,0.37820512820512825,0.6217948717948719,0.6282051282051283,0.6666666666666667,0.41666666666666674
2015-10-20,1178.0,156199,39855,116344,0.9743589743589745,0.3717948717948718,0.8974358974358975,0.0104648744732327,0.0272060950849777,0.0471111111111111,0.0349675369315798,0.40384615384615397,0.7115384615384617,0.35897435897435903,0.7500000000000001,0.7179487179487181,-0.3205128205128205,-0.5576923076923078,-0.4871794871794871,-0.6282051282051282,-0.3141025641025641,0.5384615384615385,0.7820512820512822,0.6217948717948718,0.8910256410256411,0.6346153846153847
2015-10-27,1166.800048828125,147660,33568,114092,0.935897435897436,0.282051282051282,0.8910256410256411,-0.0095075986178905,0.0008577800292641,0.035223204775201,0.0246773503655033,0.1346153846153847,0.48717948717948734,0.5000000000000001,0.794871794871795,0.40384615384615397,-0.14102564102564108,-0.44871794871794873,-0.467948717948718,-0.7051282051282053,-0.45512820512820523,0.21794871794871795,0.5961538461538463,0.6153846153846154,0.8717948717948719,0.5897435897435899
2015-11-03,1114.199951171875,116702,49495,67207,0.5961538461538461,0.4166666666666667,0.6089743589743589,-0.0450806440307222,-0.0541596339797325,-0.028427011046575,-0.0055338032016108,-0.3782051282051283,0.02564102564102566,0.15384615384615385,0.30769230769230776,0.4871794871794872,0.04487179487179488,-0.2756410256410256,-0.5192307692307694,-0.5641025641025641,-0.4743589743589744,-0.28846153846153855,0.24999999999999994,0.47435897435897434,0.5833333333333334,0.5448717948717948
2015-11-10,1088.199951171875,91880,75011,16869,0.0,0.7756410256410257,0.1025641025641025,-0.0233351293658324,-0.0673638107362027,-0.0665638140384832,-0.013239115895728,-0.935897435897436,-0.8012820512820513,-0.1474358974358974,-0.4166666666666667,-0.1538461538461538,0.49358974358974367,0.3525641025641026,-0.17307692307692313,-0.1858974358974359,-0.11538461538461542,-0.7884615384615385,-0.5705128205128206,0.05128205128205131,0.0576923076923077,0.019230769230769204
2015-11-17,1068.699951171875,90510,104433,-13923,0.0,0.9615384615384616,0.0128205128205128,-0.0179195008959526,-0.0408364763902069,-0.0927844217556239,-0.0500444878472222,-0.5961538461538461,-0.9743589743589745,-0.2628205128205128,-0.6153846153846154,-0.8269230769230769,0.5448717948717949,0.5897435897435898,0.03205128205128194,0.10256410256410264,0.3910256410256411,-0.5961538461538461,-0.8846153846153847,-0.10256410256410249,-0.26282051282051283,-0.5833333333333334
2015-11-24,1074.300048828125,91059,107723,-16664,0.0064102564102564,0.9615384615384616,0.0064102564102564,0.005240102846556,-0.0127732980770502,-0.0792766507791136,-0.0468458237081974,0.0064102564102564,-0.9294871794871796,-0.4423076923076923,-0.4294871794871795,-0.7115384615384616,0.1858974358974359,0.6794871794871795,0.23076923076923084,0.21153846153846156,0.3141025641025641,-0.0961538461538461,-0.8846153846153847,-0.2884615384615385,-0.2692307692307692,-0.4679487179487179
2015-12-01,1063.800048828125,89982,110548,-20566,0.0,0.9743589743589745,0.0064102564102564,-0.0097738057551552,-0.0045849186559586,-0.0452341631237205,-0.072375302115495,0.0,-0.5961538461538461,-0.5705128205128205,-0.4423076923076923,-0.717948717948718,0.012820512820512886,0.5576923076923077,0.28205128205128216,0.038461538461538436,0.2628205128205129,-0.0064102564102564,-0.6025641025641025,-0.3525641025641026,-0.12820512820512822,-0.4358974358974359
2015-12-08,1076.300048828125,92488,109910,-17422,0.0256410256410256,0.967948717948718,0.0128205128205128,0.0117503284698754,0.0018616772866961,-0.0109354005492603,-0.0767713126191462,0.019230769230769197,0.0256410256410256,-0.7756410256410258,-0.1217948717948718,-0.608974358974359,0.0064102564102563875,0.1923076923076923,0.5448717948717949,0.019230769230769162,-0.019230769230769273,0.0064102564102564,-0.0897435897435897,-0.6602564102564104,-0.038461538461538394,-0.14743589743589738
2015-12-15,1062.9000244140625,83617,110836,-27219,0.0,0.9743589743589745,0.0064102564102564,-0.0124500825105903,-0.0008460465996913,-0.0054270862008112,-0.0977079589014749,0.0,0.0,-0.9743589743589745,-0.2628205128205128,-0.6858974358974359,0.0,0.012820512820512886,0.6025641025641026,0.04487179487179482,-0.02564102564102555,0.0,-0.0064102564102564,-0.8910256410256411,-0.10897435897435889,-0.14102564102564102
2015-12-22,1074.800048828125,79979,100041,-20062,0.0,0.9230769230769232,0.0192307692307692,0.0111958078283256,-0.0013936634135,0.0004654193216739,-0.0788481283424697,-0.0256410256410256,-0.0064102564102564,-0.935897435897436,-0.4487179487179487,-0.6923076923076923,-0.04487179487179471,-0.038461538461538325,0.6410256410256412,0.1923076923076925,-0.06410256410256399,0.006410256410256401,0.012820512820512801,-0.8717948717948719,-0.27564102564102566,-0.19230769230769232
2015-12-29,1077.5,76071,103272,-27201,0.0,0.9230769230769232,0.0128205128205128,0.0025120497294532,0.0137359819838049,0.0128783141032629,-0.0329383887813631,0.0,0.0,-0.5961538461538461,-0.5705128205128205,-0.5256410256410257,-0.05128205128205121,-0.05128205128205121,0.5064102564102566,0.23076923076923095,-0.07692307692307676,0.0064102564102564,0.0064102564102564,-0.5961538461538461,-0.3461538461538462,-0.0192307692307692
